State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
TAS,6,336953,48137,130,57, O,WIENER,Sven,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,58, P,HERBERT,Geoff,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,59, P,ROLLS,Joanne,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,60, Q,HAWES,James,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,61, Q,HINES,Petta,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,62, R,STEWART,Maxwell,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,63, R,STEWART,Lorraine,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,64, S,DUDLEY,Todd,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,65, S,RICHARDSON,Pierre,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,66, T,ROUEN,Nick,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,67, T,ROUEN,Timothy,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,68, U,NICKOLS,Graham,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,69, U,THOMPSON,Matthew,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,70, V,MADDEN,Peter,1,0,9612,0.611026714288023000000000000,,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,71, V,GOELST,Andrew,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
